Date,IT Dep.,CostElement,Country,Budget,Forecast
1/10/2020,Manufacturing,Travel,Germany,569,569
1/11/2020,Manufacturing,Travel,Germany,569,569
1/12/2020,Manufacturing,Travel,Germany,569,569
1/01/2020,Manufacturing,Travel,Ireland,221,"1,591"
1/02/2020,Manufacturing,Travel,Ireland,221,64
1/03/2020,Manufacturing,Travel,Ireland,221,86
1/04/2020,Manufacturing,Travel,Ireland,221,707
1/05/2020,Manufacturing,Travel,Ireland,221,30
1/06/2020,Manufacturing,Travel,Ireland,221,241
1/07/2020,Manufacturing,Travel,Ireland,221,221
1/08/2020,Manufacturing,Travel,Ireland,221,221
1/09/2020,Manufacturing,Travel,Ireland,221,221
1/10/2020,Manufacturing,Travel,Ireland,221,221
1/11/2020,Manufacturing,Travel,Ireland,221,221
1/12/2020,Manufacturing,Travel,Ireland,221,221
1/01/2020,Manufacturing,Travel,Italy,314,370
1/03/2020,Manufacturing,Travel,Italy,753,"1,726"
1/06/2020,Manufacturing,Travel,Italy,724,"1,156"
1/07/2020,Manufacturing,Travel,Italy,"1,422",214
1/08/2020,Manufacturing,Travel,Italy,"2,036",214
1/09/2020,Manufacturing,Travel,Italy,"2,315",214
1/10/2020,Manufacturing,Travel,Italy,"1,323",380
1/11/2020,Manufacturing,Travel,Italy,"3,158",380
1/12/2020,Manufacturing,Travel,Italy,"5,789",380
1/01/2020,Manufacturing,Travel,Puerto Rico,"1,465",918
1/02/2020,Manufacturing,Travel,Puerto Rico,"1,452","1,301"
1/03/2020,Manufacturing,Travel,Puerto Rico,"1,465",970
1/04/2020,Manufacturing,Travel,Puerto Rico,"1,459",522
1/05/2020,Manufacturing,Travel,Puerto Rico,"1,463","2,326"
1/06/2020,Manufacturing,Travel,Puerto Rico,"1,909","3,018"
1/07/2020,Manufacturing,Travel,Puerto Rico,"1,462","1,797"
1/08/2020,Manufacturing,Travel,Puerto Rico,"1,462","1,797"
1/09/2020,Manufacturing,Travel,Puerto Rico,"1,908","1,797"
1/10/2020,Manufacturing,Travel,Puerto Rico,"1,462","1,497"
1/11/2020,Manufacturing,Travel,Puerto Rico,"1,458","1,497"
1/12/2020,Manufacturing,Travel,Puerto Rico,"1,462","1,497"
1/02/2020,Manufacturing,Travel,Spain,475,125
1/03/2020,Manufacturing,Travel,Spain,475,121
1/05/2020,Manufacturing,Travel,Spain,475,"1,140"
1/07/2020,Manufacturing,Travel,Spain,475,400
1/08/2020,Manufacturing,Travel,Spain,475,400
1/09/2020,Manufacturing,Travel,Spain,475,400
1/10/2020,Manufacturing,Travel,Spain,475,400
1/11/2020,Manufacturing,Travel,Spain,475,400
1/12/2020,Manufacturing,Travel,Spain,475,400
1/01/2020,Manufacturing,Travel,United Kingdom,"1,600","1,256"
1/02/2020,Manufacturing,Travel,United Kingdom,"1,600",809
1/03/2020,Manufacturing,Travel,United Kingdom,"1,600","2,613"
1/04/2020,Manufacturing,Travel,United Kingdom,"1,600","2,723"
1/05/2020,Manufacturing,Travel,United Kingdom,"1,600",-790
1/06/2020,Manufacturing,Travel,United Kingdom,"1,600","2,291"
1/07/2020,Manufacturing,Travel,United Kingdom,"1,600","1,974"
1/08/2020,Manufacturing,Travel,United Kingdom,"1,600","1,974"
1/09/2020,Manufacturing,Travel,United Kingdom,"1,600","1,974"
1/10/2020,Manufacturing,Travel,United Kingdom,"1,600","1,974"
1/11/2020,Manufacturing,Travel,United Kingdom,"1,600","1,974"
1/12/2020,Manufacturing,Travel,United Kingdom,"1,600","1,974"
1/01/2020,Manufacturing,Travel,USA,"9,514","11,564"
1/02/2020,Manufacturing,Travel,USA,"9,514","4,080"
1/03/2020,Manufacturing,Travel,USA,"9,514","18,342"
1/04/2020,Manufacturing,Travel,USA,"9,116","7,955"
1/05/2020,Manufacturing,Travel,USA,"9,116","7,835"
1/06/2020,Manufacturing,Travel,USA,"9,116","9,580"
1/07/2020,Manufacturing,Travel,USA,"9,519","11,106"
1/08/2020,Manufacturing,Travel,USA,"9,519","11,106"
1/09/2020,Manufacturing,Travel,USA,"9,519","11,106"
1/10/2020,Manufacturing,Travel,USA,"9,121","9,934"
1/11/2020,Manufacturing,Travel,USA,"9,121","9,934"
1/12/2020,Manufacturing,Travel,USA,"9,121","9,934"
1/01/2020,Manufacturing,Vehicles,Spain,143,-9
1/02/2020,Manufacturing,Vehicles,Spain,143,-9
1/03/2020,Manufacturing,Vehicles,Spain,143,-9
1/04/2020,Manufacturing,Vehicles,Spain,143,-9
1/05/2020,Manufacturing,Vehicles,Spain,143,-10
1/06/2020,Manufacturing,Vehicles,Spain,143,-9
1/07/2020,Manufacturing,Vehicles,Spain,143,145
1/08/2020,Manufacturing,Vehicles,Spain,143,145
1/09/2020,Manufacturing,Vehicles,Spain,143,145
1/10/2020,Manufacturing,Vehicles,Spain,143,145
1/11/2020,Manufacturing,Vehicles,Spain,143,145
1/12/2020,Manufacturing,Vehicles,Spain,143,145
1/01/2020,Mobility,Depreciation,USA,"3,644","3,644"
1/02/2020,Mobility,Depreciation,USA,"2,585","2,585"
1/03/2020,Mobility,Depreciation,USA,"2,133","2,133"
1/04/2020,Mobility,Depreciation,USA,"2,133","2,133"
1/05/2020,Mobility,Depreciation,USA,"2,133","2,133"
1/06/2020,Mobility,Depreciation,USA,"2,059","2,059"
1/07/2020,Mobility,Depreciation,USA,"2,059","2,059"
1/08/2020,Mobility,Depreciation,USA,"2,059","2,059"
1/09/2020,Mobility,Depreciation,USA,"2,059","2,059"
1/10/2020,Mobility,Depreciation,USA,"1,419","1,419"
1/11/2020,Mobility,Depreciation,USA,"1,419","1,419"
1/12/2020,Mobility,Depreciation,USA,873,873
1/01/2020,Mobility,External Labor,USA,"48,020","45,273"
1/02/2020,Mobility,External Labor,USA,"48,020","45,382"
1/03/2020,Mobility,External Labor,USA,"222,362","45,190"
1/04/2020,Mobility,External Labor,USA,"189,998","46,138"
1/05/2020,Mobility,External Labor,USA,"189,998","46,071"
1/06/2020,Mobility,External Labor,USA,"189,998","23,162"
1/07/2020,Mobility,External Labor,USA,"181,879","74,843"
1/08/2020,Mobility,External Labor,USA,"181,879","46,249"
1/09/2020,Mobility,External Labor,USA,"181,879","46,249"
1/10/2020,Mobility,External Labor,USA,"175,178","46,249"
1/11/2020,Mobility,External Labor,USA,"175,178","46,249"
1/12/2020,Mobility,External Labor,USA,"175,178","208,240"
1/04/2020,Mobility,Hardware,USA,45,"5,847"
1/05/2020,Mobility,Hardware,USA,45,689
1/07/2020,Mobility,Hardware,USA,45,45
1/08/2020,Mobility,Hardware,USA,45,45
1/09/2020,Mobility,Hardware,USA,45,45
1/10/2020,Mobility,Hardware,USA,45,45
1/11/2020,Mobility,Hardware,USA,45,45
1/12/2020,Mobility,Hardware,USA,45,45
1/09/2020,Mobility,Hardware Maintenance,USA,150,150
1/12/2020,Mobility,Hardware Maintenance,USA,150,150
1/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,443","1,371"
1/02/2020,Mobility,Outbound Allocations,United Kingdom,"1,443","1,417"
1/03/2020,Mobility,Outbound Allocations,United Kingdom,"1,443","1,434"
1/04/2020,Mobility,Outbound Allocations,United Kingdom,"1,443","1,427"
1/05/2020,Mobility,Outbound Allocations,United Kingdom,"1,443","1,485"
1/06/2020,Mobility,Outbound Allocations,United Kingdom,"1,443","1,463"
1/07/2020,Mobility,Outbound Allocations,United Kingdom,"1,443","1,455"
1/08/2020,Mobility,Outbound Allocations,United Kingdom,"1,443","1,455"
1/09/2020,Mobility,Outbound Allocations,United Kingdom,"1,443","1,455"
1/10/2020,Mobility,Outbound Allocations,United Kingdom,"1,443","1,455"
1/11/2020,Mobility,Outbound Allocations,United Kingdom,"1,443","1,455"
1/12/2020,Mobility,Outbound Allocations,United Kingdom,"1,443","1,455"
1/01/2020,Mobility,Software,USA,"2,811","2,811"
1/02/2020,Mobility,Software,USA,"2,811","2,811"
1/03/2020,Mobility,Software,USA,"2,811","2,811"
1/04/2020,Mobility,Software,USA,"2,811","2,811"
1/05/2020,Mobility,Software,USA,"2,811","6,522"
1/06/2020,Mobility,Software,USA,"2,811","2,811"
1/07/2020,Mobility,Software,USA,"2,811","2,811"
1/08/2020,Mobility,Software,USA,"2,811","2,811"
1/09/2020,Mobility,Software,USA,"2,811","2,811"
1/10/2020,Mobility,Software,USA,"2,811","2,811"
1/11/2020,Mobility,Software,USA,"2,811","2,811"
1/12/2020,Mobility,Software,USA,"2,811","2,811"
1/01/2020,Mobility,Software Maintenance,USA,"23,204","27,614"
1/02/2020,Mobility,Software Maintenance,USA,"23,309","20,999"
1/03/2020,Mobility,Software Maintenance,USA,"23,204","20,999"
1/04/2020,Mobility,Software Maintenance,USA,"23,204","26,071"
1/05/2020,Mobility,Software Maintenance,USA,"23,204","21,147"
1/06/2020,Mobility,Software Maintenance,USA,"23,842","20,647"
1/07/2020,Mobility,Software Maintenance,USA,"21,877","51,607"
1/08/2020,Mobility,Software Maintenance,USA,"21,637","41,767"
1/09/2020,Mobility,Software Maintenance,USA,"42,037","62,167"
1/10/2020,Mobility,Software Maintenance,USA,"21,637","54,389"
1/11/2020,Mobility,Software Maintenance,USA,"21,637","41,767"
1/12/2020,Mobility,Software Maintenance,USA,"50,137","70,267"
1/07/2020,Mobility,Supplies,USA,15,15
1/08/2020,Mobility,Supplies,USA,15,15
1/09/2020,Mobility,Supplies,USA,15,15
1/10/2020,Mobility,Supplies,USA,15,15
1/11/2020,Mobility,Supplies,USA,15,15
1/12/2020,Mobility,Supplies,USA,15,15
1/01/2020,Mobility,Taxes,USA,593,932
1/02/2020,Mobility,Taxes,USA,593,747
1/03/2020,Mobility,Taxes,USA,593,840
1/04/2020,Mobility,Taxes,USA,593,840
1/05/2020,Mobility,Taxes,USA,593,840
1/06/2020,Mobility,Taxes,USA,593,840
1/07/2020,Mobility,Taxes,USA,593,840
1/08/2020,Mobility,Taxes,USA,593,840
1/09/2020,Mobility,Taxes,USA,593,840
1/10/2020,Mobility,Taxes,USA,593,840
1/11/2020,Mobility,Taxes,USA,593,840
1/12/2020,Mobility,Taxes,USA,593,840
1/02/2020,Mobility,Telecomm,USA,"1,620","2,306"
1/03/2020,Mobility,Telecomm,USA,"1,620",91
1/04/2020,Mobility,Telecomm,USA,"1,620",197
1/06/2020,Mobility,Telecomm,USA,"1,620",158
1/07/2020,Mobility,Telecomm,USA,"1,620",99
1/08/2020,Mobility,Telecomm,USA,"1,620",99
1/09/2020,Mobility,Telecomm,USA,"1,620",99
1/10/2020,Mobility,Telecomm,USA,"1,620",99
1/11/2020,Mobility,Telecomm,USA,"1,620",99
1/12/2020,Mobility,Telecomm,USA,"1,620",99
1/09/2020,Mobility,Training,USA,563,563
1/12/2020,Mobility,Training,USA,563,563
1/07/2020,Mobility,Travel,USA,180,180
1/08/2020,Mobility,Travel,USA,180,180
1/09/2020,Mobility,Travel,USA,180,180
1/10/2020,Mobility,Travel,USA,180,180
1/11/2020,Mobility,Travel,USA,180,180
1/12/2020,Mobility,Travel,USA,180,180
1/07/2020,Networking,Administrative,USA,"-316,925","-247,079"
1/08/2020,Networking,Administrative,USA,"-316,925","-247,079"
1/09/2020,Networking,Administrative,USA,"-316,925","-247,079"
1/10/2020,Networking,Administrative,USA,"-316,925","-247,079"
1/11/2020,Networking,Administrative,USA,"-316,925","-247,079"
1/12/2020,Networking,Administrative,USA,"-316,925","-246,973"
1/01/2020,Networking,Amortization,USA,"1,025",615
1/07/2020,Networking,Amortization,USA,"1,025","1,025"
1/08/2020,Networking,Amortization,USA,"1,025","1,025"
1/09/2020,Networking,Amortization,USA,615,615
1/10/2020,Networking,Amortization,USA,615,615
1/11/2020,Networking,Amortization,USA,615,615
1/12/2020,Networking,Amortization,USA,615,615
1/01/2020,Networking,Depreciation,Canada,304,325
1/02/2020,Networking,Depreciation,Canada,304,327
1/03/2020,Networking,Depreciation,Canada,304,331
1/04/2020,Networking,Depreciation,Canada,304,335
1/05/2020,Networking,Depreciation,Canada,304,342
1/06/2020,Networking,Depreciation,Canada,304,333
1/07/2020,Networking,Depreciation,Canada,304,351
1/08/2020,Networking,Depreciation,Canada,304,351
1/09/2020,Networking,Depreciation,Canada,304,351
1/10/2020,Networking,Depreciation,Canada,304,351
1/11/2020,Networking,Depreciation,Canada,304,351
1/12/2020,Networking,Depreciation,Canada,304,351
1/01/2020,Networking,Depreciation,Mexico,5,5
1/02/2020,Networking,Depreciation,Mexico,5,5
1/03/2020,Networking,Depreciation,Mexico,5,5
1/04/2020,Networking,Depreciation,Mexico,5,5
1/05/2020,Networking,Depreciation,Mexico,5,5
1/06/2020,Networking,Depreciation,Mexico,5,5
1/07/2020,Networking,Depreciation,Mexico,5,5
1/08/2020,Networking,Depreciation,Mexico,5,5
1/09/2020,Networking,Depreciation,Mexico,5,5
1/10/2020,Networking,Depreciation,Mexico,5,5
1/11/2020,Networking,Depreciation,Mexico,5,5
1/12/2020,Networking,Depreciation,Mexico,5,5
1/01/2020,Networking,Depreciation,USA,"50,716","38,628"
1/02/2020,Networking,Depreciation,USA,"50,716","38,583"
1/03/2020,Networking,Depreciation,USA,"50,716","38,583"
1/04/2020,Networking,Depreciation,USA,"50,716","39,635"
1/05/2020,Networking,Depreciation,USA,"50,716","38,934"
1/06/2020,Networking,Depreciation,USA,"50,716","37,537"
1/07/2020,Networking,Depreciation,USA,"50,716","54,912"
